
---------- Begin Simulation Statistics ----------
simSeconds                                   0.782356                       # Number of seconds simulated (Second)
simTicks                                 782356063507                       # Number of ticks simulated (Tick)
finalTick                                782356063507                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2902.03                       # Real time elapsed on the host (Second)
hostTickRate                                269589562                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    5610384                       # Number of bytes of host memory used (Byte)
simInsts                                    340913506                       # Number of instructions simulated (Count)
simOps                                      672121925                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   117474                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     231604                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          2500                       # Clock period in ticks (Tick)
system.cpu.numCycles                       2499540140                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.331889                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.136390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       673472266                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      998                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      673266277                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1854                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1351333                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1364573                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 314                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2436433745                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.276333                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.198451                       # Number of insts issued each cycle (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           2436433745                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts             343795188                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             0.137543                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches           76605847                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.030648                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles     58477750                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst       57622159                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total          57622159                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst      57622159                       # number of overall hits (Count)
system.cpu.icache.overallHits::total         57622159                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         3842                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            3842                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         3842                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           3842                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  74049421057                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  74049421057                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  74049421057                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  74049421057                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst     57626001                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total      57626001                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst     57626001                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total     57626001                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000067                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000067                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000067                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000067                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 19273665.033056                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 19273665.033056                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 19273665.033056                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 19273665.033056                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs        20465                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           76                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs     269.276316                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         2464                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              2464                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          863                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           863                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          863                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          863                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2979                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2979                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2979                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2979                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  54569635377                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  54569635377                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  54569635377                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  54569635377                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000052                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000052                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000052                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000052                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 18318105.195368                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 18318105.195368                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 18318105.195368                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 18318105.195368                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   2464                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst     57622159                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total        57622159                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3842                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3842                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  74049421057                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  74049421057                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst     57626001                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total     57626001                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000067                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000067                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 19273665.033056                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 19273665.033056                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          863                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          863                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2979                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2979                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  54569635377                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  54569635377                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000052                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000052                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 18318105.195368                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 18318105.195368                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.784844                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs             57625137                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2978                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           19350.281061                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              436635                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.784844                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999580                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999580                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           29                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          131                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          352                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          115254980                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         115254980                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    177065                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    1679582                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   721873                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              673473264                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  705                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                104376776                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                56934826                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                   490                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      1139                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   719936                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           1204                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          15859                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       159857                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               175716                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                673182679                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               673175208                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 487745377                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 747623973                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        0.269320                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.652394                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5008                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    56849045                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  126922                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  309                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                1204                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  75887                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   20                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    747                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          104249854                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              2.798377                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            26.170165                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              104232466     99.98%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  242      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                 2338      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  198      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                   35      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                   29      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                    9      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                    1      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                    9      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                    6      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                  9      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                 28      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                 30      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                 51      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                 59      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                 55      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                115      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                 99      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                 77      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                 98      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 83      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 70      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 73      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 79      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 94      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 55      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  4      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 10      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                  6      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows            13426      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value            62357                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            104249854                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               104330104                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                56914951                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       890                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                      3685                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                57627416                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1887                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 782356063507                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 177065                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 34669595                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 3784002                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          26725                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  95020772                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles            2302755586                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              673662789                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 20114                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 108040                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                 117530                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents             2302696941                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents               6                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands          1250822608                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  2335757345                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                796161272                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    161961                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            1247756153                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  3066446                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     265                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 239                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  43749247                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       3066930208                       # The number of ROB reads (Count)
system.cpu.rob.writes                      1347238824                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                340913506                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  672121925                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   118                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       313                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    948                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                   2906                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                      3854                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   948                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                  2906                       # number of overall hits (Count)
system.l2.overallHits::total                     3854                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 2027                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                 5781                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    7808                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                2027                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data                5781                       # number of overall misses (Count)
system.l2.overallMisses::total                   7808                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst     54560525514                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data      4218160150                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        58778685664                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst    54560525514                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data     4218160150                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       58778685664                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               2975                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data               8687                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                 11662                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              2975                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data              8687                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                11662                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.681345                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.665477                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.669525                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.681345                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.665477                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.669525                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 26916884.812037                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 729659.254454                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    7528007.897541                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 26916884.812037                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 729659.254454                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   7528007.897541                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.demandMshrHits::cpu.inst                  1                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                     1                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu.inst                 1                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                    1                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu.inst             2026                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data             5781                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total                7807                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            2026                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data            5781                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total               7807                       # number of overall MSHR misses (Count)
